batch_id,store_id,sku_id,quantity_received,quantity_on_hand,received_date,expiry_date,current_price_inr,shelf_section
BAT-001518,STR-004,SKU-0056,71,71,2024-11-13,2025-07-24,156.5,Produce Rack
BAT-001594,STR-004,SKU-0082,35,35,2024-11-13,2025-05-07,38.0,Refrigerated
BAT-001916,STR-005,SKU-0039,18,18,2024-11-13,2024-11-17,90.5,Checkout Display
BAT-002262,STR-006,SKU-0004,136,136,2024-11-13,2024-11-22,115.0,Checkout Display
BAT-002417,STR-006,SKU-0056,103,103,2024-11-13,2025-07-24,117.5,Produce Rack
BAT-000516,STR-002,SKU-0022,25,25,2024-11-14,2024-11-17,109.0,Frozen
BAT-000852,STR-002,SKU-0134,35,35,2024-11-14,2025-01-14,135.5,Bulk Bins
BAT-001006,STR-003,SKU-0036,15,15,2024-11-14,2024-11-20,177.5,Bulk Bins
BAT-001444,STR-004,SKU-0032,21,21,2024-11-14,2024-11-18,47.5,Refrigerated
BAT-001799,STR-004,SKU-0150,79,79,2024-11-14,2024-11-19,75.0,Refrigerated
BAT-001983,STR-005,SKU-0061,14,14,2024-11-14,2025-06-29,90.5,Aisle-A
BAT-001985,STR-005,SKU-0062,6,6,2024-11-14,2025-07-12,144.5,Refrigerated
BAT-002303,STR-006,SKU-0018,144,144,2024-11-14,2024-11-19,71.5,Aisle-A
BAT-000203,STR-001,SKU-0068,9,9,2024-11-15,2025-01-09,150.0,Checkout Display
BAT-000396,STR-001,SKU-0132,19,19,2024-11-15,2025-02-10,118.5,Refrigerated
BAT-000712,STR-002,SKU-0088,18,18,2024-11-15,2025-04-09,54.0,Bulk Bins
BAT-000722,STR-002,SKU-0091,60,60,2024-11-15,2025-02-22,56.0,Aisle-B
BAT-000737,STR-002,SKU-0096,37,37,2024-11-15,2025-01-18,89.0,Refrigerated
BAT-000751,STR-002,SKU-0101,63,63,2024-11-15,2025-07-16,176.0,Checkout Display
BAT-001089,STR-003,SKU-0063,67,67,2024-11-15,2025-07-16,168.0,Produce Rack
BAT-001404,STR-004,SKU-0018,24,24,2024-11-15,2024-11-20,71.5,Checkout Display
BAT-001750,STR-004,SKU-0134,42,42,2024-11-15,2025-01-15,135.5,Frozen
BAT-002015,STR-005,SKU-0072,18,18,2024-11-15,2025-01-10,92.0,Checkout Display
BAT-002165,STR-005,SKU-0122,18,18,2024-11-15,2024-11-18,216.0,Produce Rack
BAT-002240,STR-005,SKU-0147,13,13,2024-11-15,2024-11-17,86.0,Refrigerated
BAT-002399,STR-006,SKU-0050,97,97,2024-11-15,2025-06-02,121.0,Refrigerated
BAT-002693,STR-006,SKU-0148,81,81,2024-11-15,2025-01-03,113.0,Produce Rack
BAT-000419,STR-001,SKU-0140,6,6,2024-11-16,2025-01-18,173.5,Frozen
BAT-000685,STR-002,SKU-0079,43,43,2024-11-16,2025-04-04,91.5,Aisle-A
BAT-001302,STR-003,SKU-0134,71,71,2024-11-16,2025-01-16,135.5,Frozen
BAT-001322,STR-003,SKU-0141,21,21,2024-11-16,2025-02-03,115.5,Refrigerated
BAT-001537,STR-004,SKU-0063,35,35,2024-11-16,2025-07-17,168.0,Frozen
BAT-001699,STR-004,SKU-0117,53,53,2024-11-16,2024-11-17,374.5,Aisle-B
BAT-002090,STR-005,SKU-0097,13,13,2024-11-16,2025-10-22,135.0,Aisle-A
BAT-002148,STR-005,SKU-0116,6,6,2024-11-16,2024-11-19,500.0,Produce Rack
BAT-002334,STR-006,SKU-0028,139,139,2024-11-16,2024-11-19,80.5,Frozen
BAT-002513,STR-006,SKU-0088,62,62,2024-11-16,2025-04-10,54.0,Produce Rack
BAT-002523,STR-006,SKU-0091,54,54,2024-11-16,2025-02-23,56.0,Checkout Display
BAT-002644,STR-006,SKU-0132,40,40,2024-11-16,2025-02-11,77.0,Aisle-A
BAT-000010,STR-001,SKU-0004,20,20,2024-11-17,2024-11-26,115.0,Bulk Bins
BAT-000059,STR-001,SKU-0020,23,23,2024-11-17,2024-11-22,112.0,Bulk Bins
BAT-000106,STR-001,SKU-0036,10,10,2024-11-17,2024-11-23,177.5,Produce Rack
BAT-000305,STR-001,SKU-0102,22,22,2024-11-17,2025-10-30,176.5,Aisle-A
BAT-000339,STR-001,SKU-0113,29,29,2024-11-17,2024-11-18,411.0,Frozen
BAT-000731,STR-002,SKU-0094,18,18,2024-11-17,2025-04-12,53.0,Aisle-B
BAT-000841,STR-002,SKU-0131,57,57,2024-11-17,2025-01-19,160.0,Aisle-B
BAT-001394,STR-004,SKU-0015,57,57,2024-11-17,2024-11-22,98.5,Refrigerated
BAT-001595,STR-004,SKU-0082,37,37,2024-11-17,2025-05-11,38.0,Checkout Display
BAT-001641,STR-004,SKU-0097,27,27,2024-11-17,2025-10-23,135.0,Aisle-B
BAT-001669,STR-004,SKU-0107,60,60,2024-11-17,2025-09-02,147.5,Frozen
BAT-001850,STR-005,SKU-0017,17,17,2024-11-17,2024-11-21,77.0,Checkout Display
BAT-001959,STR-005,SKU-0053,28,28,2024-11-17,2025-06-27,163.5,Aisle-A
BAT-001976,STR-005,SKU-0059,5,5,2024-11-17,2025-10-12,121.0,Aisle-B
BAT-001986,STR-005,SKU-0062,5,5,2024-11-17,2025-07-15,144.5,Refrigerated
BAT-002167,STR-005,SKU-0123,27,27,2024-11-17,2024-11-20,356.0,Frozen
BAT-002370,STR-006,SKU-0040,30,30,2024-11-17,2024-11-24,28.5,Bulk Bins
BAT-002463,STR-006,SKU-0071,54,54,2024-11-17,2025-03-04,128.5,Produce Rack
BAT-002522,STR-006,SKU-0091,88,88,2024-11-17,2025-02-24,56.0,Bulk Bins
BAT-002524,STR-006,SKU-0092,112,112,2024-11-17,2025-03-08,64.5,Refrigerated
BAT-000032,STR-001,SKU-0011,6,6,2024-11-18,2024-11-25,51.0,Bulk Bins
BAT-000585,STR-002,SKU-0045,61,61,2024-11-18,2024-11-24,108.0,Frozen
BAT-000594,STR-002,SKU-0048,77,77,2024-11-18,2024-11-21,152.5,Checkout Display
BAT-001116,STR-003,SKU-0072,48,48,2024-11-18,2025-01-13,92.0,Frozen
BAT-001363,STR-004,SKU-0005,29,29,2024-11-18,2024-11-27,103.0,Bulk Bins
BAT-001475,STR-004,SKU-0042,47,47,2024-11-18,2024-11-23,30.5,Checkout Display
BAT-002065,STR-005,SKU-0089,12,12,2024-11-18,2025-01-30,45.0,Aisle-B
BAT-002273,STR-006,SKU-0008,55,55,2024-11-18,2024-11-28,23.5,Bulk Bins
BAT-002647,STR-006,SKU-0133,136,136,2024-11-18,2025-01-29,64.0,Frozen
BAT-000013,STR-001,SKU-0005,7,7,2024-11-19,2024-11-28,103.0,Frozen
BAT-000391,STR-001,SKU-0131,5,5,2024-11-19,2025-01-21,160.0,Frozen
BAT-000483,STR-002,SKU-0011,21,21,2024-11-19,2024-11-26,51.0,Checkout Display
BAT-000857,STR-002,SKU-0136,17,17,2024-11-19,2025-02-12,167.5,Checkout Display
BAT-000923,STR-003,SKU-0008,30,30,2024-11-19,2024-11-29,37.0,Frozen
BAT-001102,STR-003,SKU-0068,78,78,2024-11-19,2025-01-13,150.0,Aisle-B
BAT-001198,STR-003,SKU-0100,38,38,2024-11-19,2026-04-23,106.0,Refrigerated
BAT-001648,STR-004,SKU-0100,29,29,2024-11-19,2026-04-23,106.0,Aisle-A
BAT-002097,STR-005,SKU-0099,11,11,2024-11-19,2025-05-18,182.0,Checkout Display
BAT-002100,STR-005,SKU-0100,22,22,2024-11-19,2026-04-23,106.0,Aisle-B
BAT-002134,STR-005,SKU-0112,18,18,2024-11-19,2025-06-24,152.0,Checkout Display
BAT-002320,STR-006,SKU-0024,138,138,2024-11-19,2024-11-23,119.5,Frozen
BAT-002484,STR-006,SKU-0078,54,54,2024-11-19,2025-02-24,48.0,Aisle-A
BAT-002663,STR-006,SKU-0138,116,116,2024-11-19,2025-01-01,119.0,Aisle-A
BAT-000026,STR-001,SKU-0009,14,14,2024-11-20,2024-11-26,128.5,Aisle-B
BAT-000250,STR-001,SKU-0084,12,12,2024-11-20,2025-05-10,57.0,Aisle-B
BAT-000428,STR-001,SKU-0143,10,10,2024-11-20,2024-12-31,49.0,Checkout Display
BAT-001195,STR-003,SKU-0099,17,17,2024-11-20,2025-05-19,182.0,Refrigerated
BAT-001466,STR-004,SKU-0039,58,58,2024-11-20,2024-11-24,120.5,Aisle-B
BAT-001610,STR-004,SKU-0087,43,43,2024-11-20,2025-04-23,59.5,Bulk Bins
BAT-001613,STR-004,SKU-0088,77,77,2024-11-20,2025-04-14,54.0,Produce Rack
BAT-001665,STR-004,SKU-0105,51,51,2024-11-20,2025-10-21,198.5,Bulk Bins
BAT-001942,STR-005,SKU-0048,29,29,2024-11-20,2024-11-23,152.5,Aisle-A
BAT-002023,STR-005,SKU-0075,7,7,2024-11-20,2025-04-28,131.0,Checkout Display
BAT-002033,STR-005,SKU-0078,26,26,2024-11-20,2025-02-25,38.0,Checkout Display
BAT-002041,STR-005,SKU-0081,15,15,2024-11-20,2025-02-06,41.5,Aisle-A
BAT-002178,STR-005,SKU-0126,17,17,2024-11-20,2024-11-23,135.0,Checkout Display
BAT-002274,STR-006,SKU-0008,63,63,2024-11-20,2024-11-30,37.0,Bulk Bins
BAT-002592,STR-006,SKU-0114,64,64,2024-11-20,2024-11-21,212.0,Produce Rack
BAT-000691,STR-002,SKU-0081,46,46,2024-11-21,2025-02-07,58.5,Frozen
BAT-001780,STR-004,SKU-0144,48,48,2024-11-21,2024-12-31,129.0,Aisle-B
BAT-002087,STR-005,SKU-0096,11,11,2024-11-21,2025-01-24,89.0,Aisle-B
BAT-002345,STR-006,SKU-0032,124,124,2024-11-21,2024-11-25,47.5,Refrigerated
BAT-002653,STR-006,SKU-0135,39,39,2024-11-21,2024-12-17,108.0,Produce Rack
BAT-000263,STR-001,SKU-0088,30,30,2024-11-22,2025-04-16,54.0,Bulk Bins
BAT-000296,STR-001,SKU-0099,6,6,2024-11-22,2025-05-21,182.0,Refrigerated
BAT-000634,STR-002,SKU-0062,31,31,2024-11-22,2025-07-20,144.5,Refrigerated
BAT-000811,STR-002,SKU-0121,22,22,2024-11-22,2024-11-24,232.5,Frozen
BAT-001209,STR-003,SKU-0103,28,28,2024-11-22,2025-08-27,162.0,Aisle-A
BAT-001286,STR-003,SKU-0129,32,32,2024-11-22,2024-12-04,149.0,Checkout Display
BAT-001316,STR-003,SKU-0139,73,73,2024-11-22,2025-01-14,70.5,Checkout Display
BAT-001481,STR-004,SKU-0044,65,65,2024-11-22,2024-11-29,151.5,Frozen
BAT-001542,STR-004,SKU-0064,63,63,2024-11-22,2025-10-17,116.0,Aisle-A
BAT-001682,STR-004,SKU-0111,66,66,2024-11-22,2025-06-02,89.5,Checkout Display
BAT-001888,STR-005,SKU-0030,10,10,2024-11-22,2024-11-26,58.5,Aisle-A
BAT-002073,STR-005,SKU-0091,25,25,2024-11-22,2025-03-01,56.0,Bulk Bins
BAT-002233,STR-005,SKU-0145,13,13,2024-11-22,2024-11-26,123.5,Frozen
BAT-002487,STR-006,SKU-0079,98,98,2024-11-22,2025-04-10,91.5,Aisle-A
BAT-000069,STR-001,SKU-0023,13,13,2024-11-23,2024-11-25,94.5,Refrigerated
BAT-000489,STR-002,SKU-0013,65,65,2024-11-23,2024-11-29,103.0,Produce Rack
BAT-000614,STR-002,SKU-0055,41,41,2024-11-23,2025-08-29,70.0,Produce Rack
BAT-000776,STR-002,SKU-0109,36,36,2024-11-23,2026-04-04,176.5,Aisle-A
BAT-000820,STR-002,SKU-0124,49,49,2024-11-23,2024-11-25,169.0,Produce Rack
BAT-000873,STR-002,SKU-0141,16,16,2024-11-23,2025-02-10,115.5,Checkout Display
BAT-000915,STR-003,SKU-0005,73,73,2024-11-23,2024-12-02,103.0,Refrigerated
BAT-002229,STR-005,SKU-0143,12,12,2024-11-23,2025-01-03,49.0,Frozen
BAT-000041,STR-001,SKU-0014,25,25,2024-11-24,2024-12-04,129.0,Checkout Display
BAT-000707,STR-002,SKU-0086,72,72,2024-11-24,2025-05-06,88.0,Refrigerated
BAT-000760,STR-002,SKU-0104,46,46,2024-11-24,2025-08-20,139.5,Refrigerated
BAT-001038,STR-003,SKU-0046,35,35,2024-11-24,2024-11-29,140.5,Frozen
BAT-001264,STR-003,SKU-0122,42,42,2024-11-24,2024-11-27,216.0,Produce Rack
BAT-001340,STR-003,SKU-0147,22,22,2024-11-24,2024-11-26,64.5,Checkout Display
BAT-001348,STR-003,SKU-0150,68,68,2024-11-24,2024-11-29,75.0,Refrigerated
BAT-001377,STR-004,SKU-0009,56,56,2024-11-24,2024-11-30,128.5,Refrigerated
BAT-002012,STR-005,SKU-0071,19,19,2024-11-24,2025-03-11,128.5,Refrigerated
BAT-002103,STR-005,SKU-0101,28,28,2024-11-24,2025-07-25,121.5,Checkout Display
BAT-002110,STR-005,SKU-0104,12,12,2024-11-24,2025-08-20,139.5,Frozen
BAT-002131,STR-005,SKU-0111,20,20,2024-11-24,2025-06-04,116.0,Produce Rack
BAT-002332,STR-006,SKU-0028,138,138,2024-11-24,2024-11-27,80.5,Bulk Bins
BAT-002481,STR-006,SKU-0077,104,104,2024-11-24,2025-01-04,128.0,Aisle-A
BAT-002570,STR-006,SKU-0107,135,135,2024-11-24,2025-09-09,147.5,Checkout Display
BAT-000249,STR-001,SKU-0083,15,15,2024-11-25,2025-02-24,60.5,Frozen
BAT-000487,STR-002,SKU-0013,39,39,2024-11-25,2024-12-01,103.0,Aisle-A
BAT-000583,STR-002,SKU-0045,41,41,2024-11-25,2024-12-01,108.0,Checkout Display
BAT-000647,STR-002,SKU-0066,34,34,2024-11-25,2025-03-11,41.0,Produce Rack
BAT-000819,STR-002,SKU-0123,43,43,2024-11-25,2024-11-28,356.0,Checkout Display
BAT-001421,STR-004,SKU-0024,37,37,2024-11-25,2024-11-29,119.5,Aisle-B
BAT-001515,STR-004,SKU-0055,20,20,2024-11-25,2025-08-31,70.0,Refrigerated
BAT-001667,STR-004,SKU-0106,79,79,2024-11-25,2026-03-30,192.0,Frozen
BAT-001670,STR-004,SKU-0107,80,80,2024-11-25,2025-09-10,147.5,Aisle-A
BAT-001928,STR-005,SKU-0043,7,7,2024-11-25,2024-12-01,76.0,Refrigerated
BAT-001945,STR-005,SKU-0049,19,19,2024-11-25,2025-06-28,95.5,Frozen
BAT-002305,STR-006,SKU-0019,51,51,2024-11-25,2024-11-29,59.5,Checkout Display
BAT-002432,STR-006,SKU-0061,30,30,2024-11-25,2025-07-10,139.5,Produce Rack
BAT-002587,STR-006,SKU-0113,81,81,2024-11-25,2024-11-26,411.0,Aisle-B
BAT-002642,STR-006,SKU-0131,36,36,2024-11-25,2025-01-27,160.0,Aisle-A
BAT-002679,STR-006,SKU-0143,58,58,2024-11-25,2025-01-05,49.0,Produce Rack
BAT-000169,STR-001,SKU-0057,18,18,2024-11-26,2025-10-14,150.5,Aisle-B
BAT-000196,STR-001,SKU-0066,29,29,2024-11-26,2025-03-12,41.0,Refrigerated
BAT-000451,STR-002,SKU-0001,24,24,2024-11-26,2024-12-01,39.0,Aisle-A
BAT-000628,STR-002,SKU-0060,69,69,2024-11-26,2025-07-04,164.0,Frozen
BAT-000661,STR-002,SKU-0071,20,20,2024-11-26,2025-03-13,128.5,Bulk Bins
BAT-000924,STR-003,SKU-0008,73,73,2024-11-26,2024-12-06,37.0,Aisle-B
BAT-000968,STR-003,SKU-0023,75,75,2024-11-26,2024-11-28,94.5,Bulk Bins
BAT-001173,STR-003,SKU-0091,58,58,2024-11-26,2025-03-05,56.0,Bulk Bins
BAT-001367,STR-004,SKU-0006,53,53,2024-11-26,2024-12-05,97.0,Refrigerated
BAT-001472,STR-004,SKU-0041,30,30,2024-11-26,2024-11-29,84.5,Aisle-A
BAT-001483,STR-004,SKU-0045,28,28,2024-11-26,2024-12-02,108.0,Checkout Display
BAT-001560,STR-004,SKU-0070,31,31,2024-11-26,2025-03-30,134.5,Aisle-B
BAT-001787,STR-004,SKU-0146,51,51,2024-11-26,2024-11-29,278.0,Aisle-B
BAT-002171,STR-005,SKU-0124,20,20,2024-11-26,2024-11-28,169.0,Bulk Bins
BAT-002186,STR-005,SKU-0129,27,27,2024-11-26,2024-12-08,110.5,Aisle-B
BAT-002382,STR-006,SKU-0044,47,47,2024-11-26,2024-12-03,151.5,Aisle-B
BAT-002608,STR-006,SKU-0120,133,133,2024-11-26,2024-11-28,545.0,Aisle-B
BAT-000136,STR-001,SKU-0046,25,25,2024-11-27,2024-12-02,107.0,Checkout Display
BAT-000837,STR-002,SKU-0129,75,75,2024-11-27,2024-12-09,149.0,Checkout Display
BAT-000964,STR-003,SKU-0022,38,38,2024-11-27,2024-11-30,109.0,Bulk Bins
BAT-001007,STR-003,SKU-0036,70,70,2024-11-27,2024-12-03,177.5,Refrigerated
BAT-001045,STR-003,SKU-0049,67,67,2024-11-27,2025-06-30,129.0,Bulk Bins
BAT-001096,STR-003,SKU-0066,44,44,2024-11-27,2025-03-13,41.0,Frozen
BAT-001247,STR-003,SKU-0116,34,34,2024-11-27,2024-11-30,375.0,Frozen
BAT-001301,STR-003,SKU-0134,40,40,2024-11-27,2025-01-27,135.5,Aisle-A
BAT-001512,STR-004,SKU-0054,23,23,2024-11-27,2025-09-05,98.0,Frozen
BAT-001555,STR-004,SKU-0069,34,34,2024-11-27,2025-01-29,86.0,Aisle-A
BAT-002194,STR-005,SKU-0132,8,8,2024-11-27,2025-02-22,118.5,Bulk Bins
BAT-002323,STR-006,SKU-0025,43,43,2024-11-27,2024-11-29,80.0,Produce Rack
BAT-002325,STR-006,SKU-0025,93,93,2024-11-27,2024-11-29,80.0,Aisle-B
BAT-002565,STR-006,SKU-0105,119,119,2024-11-27,2025-10-28,133.0,Aisle-B
BAT-000130,STR-001,SKU-0044,26,26,2024-11-28,2024-12-05,151.5,Frozen
BAT-000330,STR-001,SKU-0110,8,8,2024-11-28,2025-09-24,214.0,Bulk Bins
BAT-000342,STR-001,SKU-0114,16,16,2024-11-28,2024-11-29,342.0,Produce Rack
BAT-000411,STR-001,SKU-0137,25,25,2024-11-28,2025-01-31,98.5,Aisle-A
BAT-000603,STR-002,SKU-0051,51,51,2024-11-28,2025-06-21,164.0,Frozen
BAT-000823,STR-002,SKU-0125,47,47,2024-11-28,2024-12-01,253.0,Refrigerated
BAT-001031,STR-003,SKU-0044,66,66,2024-11-28,2024-12-05,151.5,Bulk Bins
BAT-001575,STR-004,SKU-0075,56,56,2024-11-28,2025-05-06,131.0,Refrigerated
BAT-002039,STR-005,SKU-0080,6,6,2024-11-28,2025-02-04,143.0,Frozen
BAT-002042,STR-005,SKU-0081,27,27,2024-11-28,2025-02-14,58.5,Aisle-A
BAT-002312,STR-006,SKU-0021,149,149,2024-11-28,2024-12-03,120.0,Produce Rack
BAT-002333,STR-006,SKU-0028,119,119,2024-11-28,2024-12-01,80.5,Bulk Bins
BAT-002360,STR-006,SKU-0037,32,32,2024-11-28,2024-12-02,157.0,Produce Rack
BAT-002544,STR-006,SKU-0098,43,43,2024-11-28,2025-12-10,156.5,Refrigerated
BAT-002684,STR-006,SKU-0145,94,94,2024-11-28,2024-12-02,123.5,Checkout Display
BAT-000055,STR-001,SKU-0019,26,26,2024-11-29,2024-12-03,59.5,Produce Rack
BAT-000119,STR-001,SKU-0040,24,24,2024-11-29,2024-12-06,28.5,Aisle-B
BAT-000204,STR-001,SKU-0068,21,21,2024-11-29,2025-01-23,150.0,Checkout Display
BAT-000461,STR-002,SKU-0004,46,46,2024-11-29,2024-12-08,115.0,Aisle-B
BAT-001551,STR-004,SKU-0067,26,26,2024-11-29,2025-01-16,117.5,Produce Rack
BAT-001592,STR-004,SKU-0081,76,76,2024-11-29,2025-02-15,58.5,Refrigerated
BAT-001911,STR-005,SKU-0037,9,9,2024-11-29,2024-12-03,157.0,Frozen
BAT-002032,STR-005,SKU-0078,21,21,2024-11-29,2025-03-06,48.0,Refrigerated
BAT-002115,STR-005,SKU-0105,23,23,2024-11-29,2025-10-30,139.0,Refrigerated
BAT-002414,STR-006,SKU-0055,69,69,2024-11-29,2025-09-04,70.0,Aisle-A
BAT-002540,STR-006,SKU-0097,84,84,2024-11-29,2025-11-04,135.0,Refrigerated
BAT-002563,STR-006,SKU-0105,79,79,2024-11-29,2025-10-30,147.0,Produce Rack
BAT-000021,STR-001,SKU-0007,8,8,2024-11-30,2024-12-07,92.0,Refrigerated
BAT-000469,STR-002,SKU-0007,55,55,2024-11-30,2024-12-07,92.0,Bulk Bins
BAT-000884,STR-002,SKU-0145,73,73,2024-11-30,2024-12-04,123.5,Refrigerated
BAT-001024,STR-003,SKU-0042,23,23,2024-11-30,2024-12-05,30.5,Aisle-B
BAT-001172,STR-003,SKU-0091,26,26,2024-11-30,2025-03-09,56.0,Frozen
BAT-001237,STR-003,SKU-0113,47,47,2024-11-30,2024-12-01,411.0,Aisle-A
BAT-001295,STR-003,SKU-0132,44,44,2024-11-30,2025-02-25,118.5,Aisle-A
BAT-002212,STR-005,SKU-0138,21,21,2024-11-30,2025-01-12,119.0,Aisle-A
BAT-002213,STR-005,SKU-0138,5,5,2024-11-30,2025-01-12,119.0,Aisle-A
BAT-000258,STR-001,SKU-0086,19,19,2024-12-01,2025-05-13,88.0,Bulk Bins
BAT-000611,STR-002,SKU-0054,41,41,2024-12-01,2025-09-09,98.0,Produce Rack
BAT-000757,STR-002,SKU-0103,59,59,2024-12-01,2025-09-05,162.0,Aisle-B
BAT-000773,STR-002,SKU-0108,27,27,2024-12-01,2025-08-24,152.5,Bulk Bins
BAT-001431,STR-004,SKU-0027,79,79,2024-12-01,2024-12-03,52.5,Produce Rack
BAT-001528,STR-004,SKU-0060,39,39,2024-12-01,2025-07-09,116.5,Aisle-A
BAT-001747,STR-004,SKU-0133,30,30,2024-12-01,2025-02-11,82.0,Refrigerated
BAT-001749,STR-004,SKU-0133,69,69,2024-12-01,2025-02-11,82.0,Aisle-A
BAT-001762,STR-004,SKU-0138,53,53,2024-12-01,2025-01-13,119.0,Aisle-B
BAT-002111,STR-005,SKU-0104,17,17,2024-12-01,2025-08-27,139.5,Frozen
BAT-002381,STR-006,SKU-0044,34,34,2024-12-01,2024-12-08,151.5,Refrigerated
BAT-002505,STR-006,SKU-0085,67,67,2024-12-01,2025-05-28,44.5,Refrigerated
BAT-000087,STR-001,SKU-0029,23,23,2024-12-02,2024-12-06,109.5,Bulk Bins
BAT-000289,STR-001,SKU-0097,28,28,2024-12-02,2025-11-07,135.0,Aisle-A
BAT-000366,STR-001,SKU-0122,11,11,2024-12-02,2024-12-05,216.0,Aisle-A
BAT-000477,STR-002,SKU-0009,43,43,2024-12-02,2024-12-08,128.5,Checkout Display
BAT-000510,STR-002,SKU-0020,39,39,2024-12-02,2024-12-07,112.0,Refrigerated
BAT-000656,STR-002,SKU-0069,78,78,2024-12-02,2025-02-03,86.0,Aisle-B
BAT-000668,STR-002,SKU-0073,22,22,2024-12-02,2025-05-22,135.5,Frozen
BAT-000832,STR-002,SKU-0128,22,22,2024-12-02,2024-12-03,302.0,Bulk Bins
BAT-000907,STR-003,SKU-0003,57,57,2024-12-02,2024-12-07,95.5,Aisle-A
BAT-001020,STR-003,SKU-0040,36,36,2024-12-02,2024-12-09,28.5,Aisle-B
BAT-001082,STR-003,SKU-0061,15,15,2024-12-02,2025-07-17,139.5,Aisle-A
BAT-001103,STR-003,SKU-0068,48,48,2024-12-02,2025-01-26,150.0,Aisle-B
BAT-001400,STR-004,SKU-0017,46,46,2024-12-02,2024-12-06,113.0,Frozen
BAT-002286,STR-006,SKU-0012,150,150,2024-12-02,2024-12-11,95.0,Frozen
BAT-002690,STR-006,SKU-0147,101,101,2024-12-02,2024-12-04,86.0,Aisle-B
BAT-000410,STR-001,SKU-0137,6,6,2024-12-03,2025-02-05,98.5,Produce Rack
BAT-000498,STR-002,SKU-0016,78,78,2024-12-03,2024-12-11,110.5,Checkout Display
BAT-000555,STR-002,SKU-0035,56,56,2024-12-03,2024-12-10,108.0,Bulk Bins
BAT-000578,STR-002,SKU-0043,37,37,2024-12-03,2024-12-09,76.0,Refrigerated
BAT-000680,STR-002,SKU-0077,20,20,2024-12-03,2025-01-13,128.0,Frozen
BAT-001977,STR-005,SKU-0059,27,27,2024-12-03,2025-10-28,121.0,Produce Rack
BAT-001999,STR-005,SKU-0067,22,22,2024-12-03,2025-01-20,117.5,Produce Rack
BAT-002011,STR-005,SKU-0071,26,26,2024-12-03,2025-03-20,128.5,Refrigerated
BAT-002099,STR-005,SKU-0100,6,6,2024-12-03,2026-05-07,106.0,Produce Rack
BAT-002215,STR-005,SKU-0139,24,24,2024-12-03,2025-01-25,67.0,Frozen
BAT-002231,STR-005,SKU-0144,18,18,2024-12-03,2025-01-12,129.0,Aisle-B
BAT-002254,STR-006,SKU-0002,91,91,2024-12-03,2024-12-09,58.0,Checkout Display
BAT-002536,STR-006,SKU-0096,37,37,2024-12-03,2025-02-05,89.0,Refrigerated
BAT-002629,STR-006,SKU-0127,119,119,2024-12-03,2024-12-05,330.0,Aisle-A
BAT-000235,STR-001,SKU-0079,27,27,2024-12-04,2025-04-22,91.5,Frozen
BAT-000441,STR-001,SKU-0147,26,26,2024-12-04,2024-12-06,86.0,Bulk Bins
BAT-000534,STR-002,SKU-0028,24,24,2024-12-04,2024-12-07,50.5,Checkout Display
BAT-000652,STR-002,SKU-0068,51,51,2024-12-04,2025-01-28,150.0,Checkout Display
BAT-000734,STR-002,SKU-0095,45,45,2024-12-04,2025-03-07,62.5,Bulk Bins
BAT-000858,STR-002,SKU-0136,43,43,2024-12-04,2025-02-27,167.5,Refrigerated
BAT-000902,STR-003,SKU-0001,76,76,2024-12-04,2024-12-09,58.0,Checkout Display
BAT-001098,STR-003,SKU-0066,51,51,2024-12-04,2025-03-20,30.0,Bulk Bins
BAT-001104,STR-003,SKU-0068,60,60,2024-12-04,2025-01-28,150.0,Aisle-A
BAT-001179,STR-003,SKU-0093,64,64,2024-12-04,2025-05-11,26.5,Frozen
BAT-001180,STR-003,SKU-0094,19,19,2024-12-04,2025-04-29,53.0,Checkout Display
BAT-001190,STR-003,SKU-0097,35,35,2024-12-04,2025-11-09,135.0,Checkout Display
BAT-001220,STR-003,SKU-0107,37,37,2024-12-04,2025-09-19,147.5,Produce Rack
BAT-001554,STR-004,SKU-0068,46,46,2024-12-04,2025-01-28,150.0,Produce Rack
BAT-001844,STR-005,SKU-0015,21,21,2024-12-04,2024-12-09,98.5,Produce Rack
BAT-001941,STR-005,SKU-0047,8,8,2024-12-04,2024-12-07,176.0,Produce Rack
BAT-002043,STR-005,SKU-0081,11,11,2024-12-04,2025-02-20,58.5,Refrigerated
BAT-002160,STR-005,SKU-0120,21,21,2024-12-04,2024-12-06,545.0,Produce Rack
BAT-002191,STR-005,SKU-0131,16,16,2024-12-04,2025-02-05,160.0,Aisle-B
BAT-002291,STR-006,SKU-0014,77,77,2024-12-04,2024-12-14,129.0,Checkout Display
BAT-002410,STR-006,SKU-0054,116,116,2024-12-04,2025-09-12,98.0,Checkout Display
BAT-002459,STR-006,SKU-0070,65,65,2024-12-04,2025-04-07,134.5,Bulk Bins
BAT-002472,STR-006,SKU-0074,70,70,2024-12-04,2025-03-31,98.5,Aisle-B
BAT-000065,STR-001,SKU-0022,15,15,2024-12-05,2024-12-08,82.0,Bulk Bins
BAT-000113,STR-001,SKU-0038,19,19,2024-12-05,2024-12-10,142.5,Aisle-B
BAT-000154,STR-001,SKU-0052,30,30,2024-12-05,2025-06-06,129.5,Checkout Display
BAT-000241,STR-001,SKU-0081,28,28,2024-12-05,2025-02-21,58.5,Produce Rack
BAT-000264,STR-001,SKU-0088,6,6,2024-12-05,2025-04-29,54.0,Bulk Bins
