record_id,batch_id,store_id,sku_id,date,hour_of_day,units_sold,price_at_sale_inr,discount_depth_pct,time_to_expiry_hours_at_sale,day_of_week,is_weekend,is_holiday,outcome
SL-00007532,BAT-000174,STR-001,SKU-0058,2024-11-06,13,1,102.5,0.0,4392,2,False,False,partially_sold
SL-00007533,BAT-000174,STR-001,SKU-0058,2024-11-07,12,1,102.5,0.0,4368,3,False,False,partially_sold
SL-00007534,BAT-000174,STR-001,SKU-0058,2024-11-08,11,1,102.5,0.0,4344,4,False,False,partially_sold
SL-00007535,BAT-000174,STR-001,SKU-0058,2024-11-09,19,1,102.5,0.0,4320,5,True,False,partially_sold
SL-00007536,BAT-000174,STR-001,SKU-0058,2024-11-10,10,1,102.5,0.0,4296,6,True,False,partially_sold
SL-00007537,BAT-000174,STR-001,SKU-0058,2024-11-11,11,1,102.5,0.0,4272,0,False,False,partially_sold
SL-00007538,BAT-000174,STR-001,SKU-0058,2024-11-12,20,1,102.5,0.0,4248,1,False,False,partially_sold
SL-00007539,BAT-000174,STR-001,SKU-0058,2024-11-13,15,1,102.5,0.0,4224,2,False,False,partially_sold
SL-00007540,BAT-000174,STR-001,SKU-0058,2024-11-14,18,1,102.5,0.0,4200,3,False,False,partially_sold
SL-00007541,BAT-000174,STR-001,SKU-0058,2024-11-15,19,1,102.5,0.0,4176,4,False,True,partially_sold
SL-00007542,BAT-000174,STR-001,SKU-0058,2024-11-16,13,1,102.5,0.0,4152,5,True,False,partially_sold
SL-00007543,BAT-000174,STR-001,SKU-0058,2024-11-17,20,1,102.5,0.0,4128,6,True,False,partially_sold
SL-00007544,BAT-000174,STR-001,SKU-0058,2024-11-18,11,1,102.5,0.0,4104,0,False,False,partially_sold
SL-00007545,BAT-000174,STR-001,SKU-0058,2024-11-19,17,1,102.5,0.0,4080,1,False,False,partially_sold
SL-00007546,BAT-000174,STR-001,SKU-0058,2024-11-20,18,1,102.5,0.0,4056,2,False,False,partially_sold
SL-00007547,BAT-000174,STR-001,SKU-0058,2024-11-21,19,1,102.5,0.0,4032,3,False,False,partially_sold
SL-00007548,BAT-000174,STR-001,SKU-0058,2024-11-22,19,1,102.5,0.0,4008,4,False,False,sold_out
SL-00007549,BAT-000240,STR-001,SKU-0080,2024-10-26,19,1,143.0,0.0,1632,5,True,False,partially_sold
SL-00007550,BAT-000240,STR-001,SKU-0080,2024-10-27,20,1,143.0,0.0,1608,6,True,False,partially_sold
SL-00007551,BAT-000240,STR-001,SKU-0080,2024-10-28,13,1,143.0,0.0,1584,0,False,False,partially_sold
SL-00007552,BAT-000240,STR-001,SKU-0080,2024-10-29,15,1,143.0,0.0,1560,1,False,False,partially_sold
SL-00007553,BAT-000240,STR-001,SKU-0080,2024-10-30,13,1,143.0,0.0,1536,2,False,False,partially_sold
SL-00007554,BAT-000240,STR-001,SKU-0080,2024-10-31,11,1,143.0,0.0,1512,3,False,False,partially_sold
SL-00007555,BAT-000240,STR-001,SKU-0080,2024-11-01,9,1,143.0,0.0,1488,4,False,True,partially_sold
SL-00007556,BAT-000240,STR-001,SKU-0080,2024-11-02,12,1,143.0,0.0,1464,5,True,False,partially_sold
SL-00007557,BAT-000240,STR-001,SKU-0080,2024-11-03,15,1,143.0,0.0,1440,6,True,False,partially_sold
SL-00007558,BAT-000240,STR-001,SKU-0080,2024-11-04,21,1,143.0,0.0,1416,0,False,False,partially_sold
SL-00007559,BAT-000240,STR-001,SKU-0080,2024-11-05,20,1,143.0,0.0,1392,1,False,False,partially_sold
SL-00007560,BAT-000240,STR-001,SKU-0080,2024-11-06,11,1,143.0,0.0,1368,2,False,False,partially_sold
SL-00007561,BAT-000240,STR-001,SKU-0080,2024-11-07,14,1,143.0,0.0,1344,3,False,False,partially_sold
SL-00007562,BAT-000240,STR-001,SKU-0080,2024-11-08,20,1,143.0,0.0,1320,4,False,False,partially_sold
SL-00007563,BAT-000240,STR-001,SKU-0080,2024-11-09,20,1,143.0,0.0,1296,5,True,False,partially_sold
SL-00007564,BAT-000240,STR-001,SKU-0080,2024-11-10,17,1,143.0,0.0,1272,6,True,False,partially_sold
SL-00007565,BAT-000240,STR-001,SKU-0080,2024-11-11,15,1,143.0,0.0,1248,0,False,False,partially_sold
SL-00007566,BAT-000240,STR-001,SKU-0080,2024-11-12,12,1,143.0,0.0,1224,1,False,False,partially_sold
SL-00007567,BAT-000240,STR-001,SKU-0080,2024-11-13,10,1,143.0,0.0,1200,2,False,False,partially_sold
SL-00007568,BAT-000240,STR-001,SKU-0080,2024-11-14,13,1,143.0,0.0,1176,3,False,False,partially_sold
SL-00007569,BAT-000240,STR-001,SKU-0080,2024-11-15,21,1,143.0,0.0,1152,4,False,True,partially_sold
SL-00007570,BAT-000240,STR-001,SKU-0080,2024-11-16,13,1,143.0,0.0,1128,5,True,False,sold_out
SL-00007571,BAT-000375,STR-001,SKU-0125,2024-10-26,10,14,227.5,10.0,72,5,True,False,partially_sold
SL-00007572,BAT-000375,STR-001,SKU-0125,2024-10-27,16,3,202.5,20.0,48,6,True,False,sold_out
SL-00007573,BAT-000518,STR-002,SKU-0023,2024-10-26,9,20,75.5,20.0,48,5,True,False,sold_out
SL-00007574,BAT-000638,STR-002,SKU-0063,2024-10-26,15,1,168.0,0.0,5832,5,True,False,partially_sold
SL-00007575,BAT-000638,STR-002,SKU-0063,2024-10-27,13,1,168.0,0.0,5808,6,True,False,partially_sold
SL-00007576,BAT-000638,STR-002,SKU-0063,2024-10-28,19,1,168.0,0.0,5784,0,False,False,partially_sold
SL-00007577,BAT-000638,STR-002,SKU-0063,2024-10-29,15,1,168.0,0.0,5760,1,False,False,partially_sold
SL-00007578,BAT-000638,STR-002,SKU-0063,2024-10-30,11,1,168.0,0.0,5736,2,False,False,partially_sold
SL-00007579,BAT-000638,STR-002,SKU-0063,2024-10-31,14,1,168.0,0.0,5712,3,False,False,partially_sold
SL-00007580,BAT-000638,STR-002,SKU-0063,2024-11-01,21,1,168.0,0.0,5688,4,False,True,partially_sold
SL-00007581,BAT-000638,STR-002,SKU-0063,2024-11-02,14,2,168.0,0.0,5664,5,True,False,partially_sold
SL-00007582,BAT-000638,STR-002,SKU-0063,2024-11-03,21,1,168.0,0.0,5640,6,True,False,partially_sold
SL-00007583,BAT-000638,STR-002,SKU-0063,2024-11-04,13,1,168.0,0.0,5616,0,False,False,partially_sold
SL-00007584,BAT-000638,STR-002,SKU-0063,2024-11-05,9,1,168.0,0.0,5592,1,False,False,partially_sold
SL-00007585,BAT-000638,STR-002,SKU-0063,2024-11-06,11,1,168.0,0.0,5568,2,False,False,partially_sold
SL-00007586,BAT-000638,STR-002,SKU-0063,2024-11-07,15,1,168.0,0.0,5544,3,False,False,partially_sold
SL-00007587,BAT-000638,STR-002,SKU-0063,2024-11-08,21,1,168.0,0.0,5520,4,False,False,sold_out
SL-00007588,BAT-001051,STR-003,SKU-0051,2024-10-26,12,1,164.0,0.0,4920,5,True,False,partially_sold
SL-00007589,BAT-001051,STR-003,SKU-0051,2024-10-27,20,1,164.0,0.0,4896,6,True,False,partially_sold
SL-00007590,BAT-001051,STR-003,SKU-0051,2024-10-28,19,1,164.0,0.0,4872,0,False,False,partially_sold
SL-00007591,BAT-001051,STR-003,SKU-0051,2024-10-29,14,1,164.0,0.0,4848,1,False,False,partially_sold
SL-00007592,BAT-001051,STR-003,SKU-0051,2024-10-30,14,1,164.0,0.0,4824,2,False,False,partially_sold
SL-00007593,BAT-001051,STR-003,SKU-0051,2024-10-31,17,1,164.0,0.0,4800,3,False,False,partially_sold
SL-00007594,BAT-001051,STR-003,SKU-0051,2024-11-01,19,1,164.0,0.0,4776,4,False,True,partially_sold
SL-00007595,BAT-001051,STR-003,SKU-0051,2024-11-02,11,1,164.0,0.0,4752,5,True,False,partially_sold
SL-00007596,BAT-001051,STR-003,SKU-0051,2024-11-03,13,1,164.0,0.0,4728,6,True,False,partially_sold
SL-00007597,BAT-001051,STR-003,SKU-0051,2024-11-04,12,1,164.0,0.0,4704,0,False,False,partially_sold
SL-00007598,BAT-001051,STR-003,SKU-0051,2024-11-05,20,1,164.0,0.0,4680,1,False,False,partially_sold
SL-00007599,BAT-001051,STR-003,SKU-0051,2024-11-06,9,1,164.0,0.0,4656,2,False,False,partially_sold
SL-00007600,BAT-001051,STR-003,SKU-0051,2024-11-07,19,1,164.0,0.0,4632,3,False,False,partially_sold
SL-00007601,BAT-001051,STR-003,SKU-0051,2024-11-08,10,1,164.0,0.0,4608,4,False,False,partially_sold
SL-00007602,BAT-001051,STR-003,SKU-0051,2024-11-09,16,1,164.0,0.0,4584,5,True,False,partially_sold
SL-00007603,BAT-001051,STR-003,SKU-0051,2024-11-10,15,1,164.0,0.0,4560,6,True,False,partially_sold
SL-00007604,BAT-001051,STR-003,SKU-0051,2024-11-11,13,1,164.0,0.0,4536,0,False,False,partially_sold
SL-00007605,BAT-001051,STR-003,SKU-0051,2024-11-12,15,1,164.0,0.0,4512,1,False,False,partially_sold
SL-00007606,BAT-001051,STR-003,SKU-0051,2024-11-13,21,1,164.0,0.0,4488,2,False,False,partially_sold
SL-00007607,BAT-001051,STR-003,SKU-0051,2024-11-14,13,1,164.0,0.0,4464,3,False,False,partially_sold
SL-00007608,BAT-001051,STR-003,SKU-0051,2024-11-15,13,1,164.0,0.0,4440,4,False,True,partially_sold
SL-00007609,BAT-001051,STR-003,SKU-0051,2024-11-16,17,1,164.0,0.0,4416,5,True,False,partially_sold
SL-00007610,BAT-001051,STR-003,SKU-0051,2024-11-17,18,1,164.0,0.0,4392,6,True,False,partially_sold
SL-00007611,BAT-001051,STR-003,SKU-0051,2024-11-18,17,1,164.0,0.0,4368,0,False,False,partially_sold
SL-00007612,BAT-001051,STR-003,SKU-0051,2024-11-19,17,1,164.0,0.0,4344,1,False,False,partially_sold
SL-00007613,BAT-001051,STR-003,SKU-0051,2024-11-20,9,1,164.0,0.0,4320,2,False,False,partially_sold
SL-00007614,BAT-001051,STR-003,SKU-0051,2024-11-21,21,1,164.0,0.0,4296,3,False,False,partially_sold
SL-00007615,BAT-001051,STR-003,SKU-0051,2024-11-22,12,1,164.0,0.0,4272,4,False,False,partially_sold
SL-00007616,BAT-001051,STR-003,SKU-0051,2024-11-23,20,1,164.0,0.0,4248,5,True,False,partially_sold
SL-00007617,BAT-001051,STR-003,SKU-0051,2024-11-24,10,1,164.0,0.0,4224,6,True,False,partially_sold
SL-00007618,BAT-001051,STR-003,SKU-0051,2024-11-25,14,1,164.0,0.0,4200,0,False,False,partially_sold
SL-00007619,BAT-001051,STR-003,SKU-0051,2024-11-26,12,1,164.0,0.0,4176,1,False,False,partially_sold
SL-00007620,BAT-001051,STR-003,SKU-0051,2024-11-27,17,1,164.0,0.0,4152,2,False,False,partially_sold
SL-00007621,BAT-001051,STR-003,SKU-0051,2024-11-28,20,1,164.0,0.0,4128,3,False,False,partially_sold
SL-00007622,BAT-001051,STR-003,SKU-0051,2024-11-29,17,1,164.0,0.0,4104,4,False,False,partially_sold
SL-00007623,BAT-001051,STR-003,SKU-0051,2024-11-30,17,1,164.0,0.0,4080,5,True,False,partially_sold
SL-00007624,BAT-001051,STR-003,SKU-0051,2024-12-01,11,1,164.0,0.0,4056,6,True,False,sold_out
SL-00007625,BAT-001181,STR-003,SKU-0094,2024-10-26,13,1,53.0,0.0,3504,5,True,False,partially_sold
SL-00007626,BAT-001181,STR-003,SKU-0094,2024-10-27,14,1,53.0,0.0,3480,6,True,False,partially_sold
SL-00007627,BAT-001181,STR-003,SKU-0094,2024-10-28,20,1,53.0,0.0,3456,0,False,False,partially_sold
SL-00007628,BAT-001181,STR-003,SKU-0094,2024-10-29,11,1,53.0,0.0,3432,1,False,False,partially_sold
SL-00007629,BAT-001181,STR-003,SKU-0094,2024-10-30,16,1,53.0,0.0,3408,2,False,False,partially_sold
SL-00007630,BAT-001181,STR-003,SKU-0094,2024-10-31,18,1,53.0,0.0,3384,3,False,False,partially_sold
SL-00007631,BAT-001181,STR-003,SKU-0094,2024-11-01,20,1,53.0,0.0,3360,4,False,True,partially_sold
SL-00007632,BAT-001181,STR-003,SKU-0094,2024-11-02,9,1,53.0,0.0,3336,5,True,False,partially_sold
SL-00007633,BAT-001181,STR-003,SKU-0094,2024-11-03,19,1,53.0,0.0,3312,6,True,False,partially_sold
SL-00007634,BAT-001181,STR-003,SKU-0094,2024-11-04,20,1,53.0,0.0,3288,0,False,False,partially_sold
SL-00007635,BAT-001181,STR-003,SKU-0094,2024-11-05,14,1,53.0,0.0,3264,1,False,False,partially_sold
SL-00007636,BAT-001181,STR-003,SKU-0094,2024-11-06,9,1,53.0,0.0,3240,2,False,False,partially_sold
SL-00007637,BAT-001181,STR-003,SKU-0094,2024-11-07,13,1,53.0,0.0,3216,3,False,False,partially_sold
SL-00007638,BAT-001181,STR-003,SKU-0094,2024-11-08,19,1,53.0,0.0,3192,4,False,False,partially_sold
SL-00007639,BAT-001181,STR-003,SKU-0094,2024-11-09,19,1,53.0,0.0,3168,5,True,False,partially_sold
SL-00007640,BAT-001181,STR-003,SKU-0094,2024-11-10,9,1,53.0,0.0,3144,6,True,False,partially_sold
SL-00007641,BAT-001181,STR-003,SKU-0094,2024-11-11,13,1,53.0,0.0,3120,0,False,False,partially_sold
SL-00007642,BAT-001181,STR-003,SKU-0094,2024-11-12,12,1,53.0,0.0,3096,1,False,False,partially_sold
SL-00007643,BAT-001181,STR-003,SKU-0094,2024-11-13,12,1,53.0,0.0,3072,2,False,False,partially_sold
SL-00007644,BAT-001181,STR-003,SKU-0094,2024-11-14,12,1,53.0,0.0,3048,3,False,False,partially_sold
SL-00007645,BAT-001181,STR-003,SKU-0094,2024-11-15,12,1,53.0,0.0,3024,4,False,True,partially_sold
SL-00007646,BAT-001181,STR-003,SKU-0094,2024-11-16,21,1,53.0,0.0,3000,5,True,False,partially_sold
SL-00007647,BAT-001181,STR-003,SKU-0094,2024-11-17,14,1,53.0,0.0,2976,6,True,False,partially_sold
SL-00007648,BAT-001181,STR-003,SKU-0094,2024-11-18,12,1,53.0,0.0,2952,0,False,False,partially_sold
SL-00007649,BAT-001181,STR-003,SKU-0094,2024-11-19,17,1,53.0,0.0,2928,1,False,False,partially_sold
SL-00007650,BAT-001181,STR-003,SKU-0094,2024-11-20,13,1,53.0,0.0,2904,2,False,False,partially_sold
SL-00007651,BAT-001181,STR-003,SKU-0094,2024-11-21,18,1,53.0,0.0,2880,3,False,False,partially_sold
SL-00007652,BAT-001181,STR-003,SKU-0094,2024-11-22,14,1,53.0,0.0,2856,4,False,False,partially_sold
SL-00007653,BAT-001181,STR-003,SKU-0094,2024-11-23,20,1,53.0,0.0,2832,5,True,False,partially_sold
SL-00007654,BAT-001181,STR-003,SKU-0094,2024-11-24,10,1,53.0,0.0,2808,6,True,False,partially_sold
SL-00007655,BAT-001181,STR-003,SKU-0094,2024-11-25,15,1,53.0,0.0,2784,0,False,False,partially_sold
SL-00007656,BAT-001181,STR-003,SKU-0094,2024-11-26,20,1,53.0,0.0,2760,1,False,False,partially_sold
SL-00007657,BAT-001181,STR-003,SKU-0094,2024-11-27,12,1,53.0,0.0,2736,2,False,False,partially_sold
SL-00007658,BAT-001181,STR-003,SKU-0094,2024-11-28,21,1,53.0,0.0,2712,3,False,False,partially_sold
SL-00007659,BAT-001181,STR-003,SKU-0094,2024-11-29,11,1,53.0,0.0,2688,4,False,False,partially_sold
SL-00007660,BAT-001181,STR-003,SKU-0094,2024-11-30,21,1,53.0,0.0,2664,5,True,False,partially_sold
SL-00007661,BAT-001181,STR-003,SKU-0094,2024-12-01,10,1,53.0,0.0,2640,6,True,False,partially_sold
SL-00007662,BAT-001181,STR-003,SKU-0094,2024-12-02,10,1,53.0,0.0,2616,0,False,False,partially_sold
SL-00007663,BAT-001181,STR-003,SKU-0094,2024-12-03,10,1,53.0,0.0,2592,1,False,False,partially_sold
SL-00007664,BAT-001181,STR-003,SKU-0094,2024-12-04,20,1,53.0,0.0,2568,2,False,False,partially_sold
SL-00007665,BAT-001181,STR-003,SKU-0094,2024-12-05,18,1,53.0,0.0,2544,3,False,False,sold_out
SL-00007666,BAT-001218,STR-003,SKU-0106,2024-10-26,16,1,192.0,0.0,11760,5,True,False,partially_sold
SL-00007667,BAT-001218,STR-003,SKU-0106,2024-10-27,17,1,192.0,0.0,11736,6,True,False,partially_sold
SL-00007668,BAT-001218,STR-003,SKU-0106,2024-10-28,16,1,192.0,0.0,11712,0,False,False,partially_sold
SL-00007669,BAT-001218,STR-003,SKU-0106,2024-10-29,20,1,192.0,0.0,11688,1,False,False,partially_sold
SL-00007670,BAT-001218,STR-003,SKU-0106,2024-10-30,21,1,192.0,0.0,11664,2,False,False,partially_sold
SL-00007671,BAT-001218,STR-003,SKU-0106,2024-10-31,10,1,192.0,0.0,11640,3,False,False,partially_sold
SL-00007672,BAT-001218,STR-003,SKU-0106,2024-11-01,17,1,192.0,0.0,11616,4,False,True,partially_sold
SL-00007673,BAT-001218,STR-003,SKU-0106,2024-11-02,9,1,192.0,0.0,11592,5,True,False,partially_sold
SL-00007674,BAT-001218,STR-003,SKU-0106,2024-11-03,18,1,192.0,0.0,11568,6,True,False,partially_sold
SL-00007675,BAT-001218,STR-003,SKU-0106,2024-11-04,12,1,192.0,0.0,11544,0,False,False,partially_sold
SL-00007676,BAT-001218,STR-003,SKU-0106,2024-11-05,12,1,192.0,0.0,11520,1,False,False,partially_sold
SL-00007677,BAT-001218,STR-003,SKU-0106,2024-11-06,18,1,192.0,0.0,11496,2,False,False,partially_sold
SL-00007678,BAT-001218,STR-003,SKU-0106,2024-11-07,10,1,192.0,0.0,11472,3,False,False,partially_sold
SL-00007679,BAT-001218,STR-003,SKU-0106,2024-11-08,19,1,192.0,0.0,11448,4,False,False,partially_sold
SL-00007680,BAT-001218,STR-003,SKU-0106,2024-11-09,19,1,192.0,0.0,11424,5,True,False,partially_sold
SL-00007681,BAT-001218,STR-003,SKU-0106,2024-11-10,12,1,192.0,0.0,11400,6,True,False,partially_sold
SL-00007682,BAT-001218,STR-003,SKU-0106,2024-11-11,16,1,192.0,0.0,11376,0,False,False,partially_sold
SL-00007683,BAT-001218,STR-003,SKU-0106,2024-11-12,12,1,192.0,0.0,11352,1,False,False,partially_sold
SL-00007684,BAT-001218,STR-003,SKU-0106,2024-11-13,11,1,192.0,0.0,11328,2,False,False,partially_sold
SL-00007685,BAT-001218,STR-003,SKU-0106,2024-11-14,15,1,192.0,0.0,11304,3,False,False,partially_sold
SL-00007686,BAT-001218,STR-003,SKU-0106,2024-11-15,19,1,192.0,0.0,11280,4,False,True,partially_sold
SL-00007687,BAT-001218,STR-003,SKU-0106,2024-11-16,14,1,192.0,0.0,11256,5,True,False,partially_sold
SL-00007688,BAT-001218,STR-003,SKU-0106,2024-11-17,12,1,192.0,0.0,11232,6,True,False,partially_sold
SL-00007689,BAT-001218,STR-003,SKU-0106,2024-11-18,9,1,192.0,0.0,11208,0,False,False,partially_sold
SL-00007690,BAT-001218,STR-003,SKU-0106,2024-11-19,15,1,192.0,0.0,11184,1,False,False,partially_sold
SL-00007691,BAT-001218,STR-003,SKU-0106,2024-11-20,9,1,192.0,0.0,11160,2,False,False,partially_sold
SL-00007692,BAT-001218,STR-003,SKU-0106,2024-11-21,20,1,192.0,0.0,11136,3,False,False,sold_out
SL-00007693,BAT-001509,STR-004,SKU-0053,2024-10-26,10,1,163.5,0.0,5328,5,True,False,partially_sold
SL-00007694,BAT-001509,STR-004,SKU-0053,2024-10-27,10,1,163.5,0.0,5304,6,True,False,partially_sold
SL-00007695,BAT-001509,STR-004,SKU-0053,2024-10-28,21,1,163.5,0.0,5280,0,False,False,partially_sold
SL-00007696,BAT-001509,STR-004,SKU-0053,2024-10-29,18,1,163.5,0.0,5256,1,False,False,partially_sold
SL-00007697,BAT-001509,STR-004,SKU-0053,2024-10-30,21,1,163.5,0.0,5232,2,False,False,partially_sold
SL-00007698,BAT-001509,STR-004,SKU-0053,2024-10-31,17,1,163.5,0.0,5208,3,False,False,partially_sold
SL-00007699,BAT-001509,STR-004,SKU-0053,2024-11-01,16,1,163.5,0.0,5184,4,False,True,partially_sold
SL-00007700,BAT-001509,STR-004,SKU-0053,2024-11-02,21,2,163.5,0.0,5160,5,True,False,partially_sold
SL-00007701,BAT-001509,STR-004,SKU-0053,2024-11-03,14,1,163.5,0.0,5136,6,True,False,partially_sold
SL-00007702,BAT-001509,STR-004,SKU-0053,2024-11-04,15,1,163.5,0.0,5112,0,False,False,partially_sold
SL-00007703,BAT-001509,STR-004,SKU-0053,2024-11-05,10,1,163.5,0.0,5088,1,False,False,partially_sold
SL-00007704,BAT-001509,STR-004,SKU-0053,2024-11-06,16,1,163.5,0.0,5064,2,False,False,partially_sold
SL-00007705,BAT-001509,STR-004,SKU-0053,2024-11-07,17,1,163.5,0.0,5040,3,False,False,partially_sold
SL-00007706,BAT-001509,STR-004,SKU-0053,2024-11-08,15,1,163.5,0.0,5016,4,False,False,partially_sold
SL-00007707,BAT-001509,STR-004,SKU-0053,2024-11-09,21,1,163.5,0.0,4992,5,True,False,partially_sold
SL-00007708,BAT-001509,STR-004,SKU-0053,2024-11-10,17,1,163.5,0.0,4968,6,True,False,partially_sold
SL-00007709,BAT-001509,STR-004,SKU-0053,2024-11-11,20,1,163.5,0.0,4944,0,False,False,partially_sold
SL-00007710,BAT-001509,STR-004,SKU-0053,2024-11-12,17,1,163.5,0.0,4920,1,False,False,partially_sold
SL-00007711,BAT-001509,STR-004,SKU-0053,2024-11-13,9,1,163.5,0.0,4896,2,False,False,partially_sold
SL-00007712,BAT-001509,STR-004,SKU-0053,2024-11-14,9,1,163.5,0.0,4872,3,False,False,partially_sold
SL-00007713,BAT-001509,STR-004,SKU-0053,2024-11-15,11,1,163.5,0.0,4848,4,False,True,partially_sold
SL-00007714,BAT-001509,STR-004,SKU-0053,2024-11-16,12,1,163.5,0.0,4824,5,True,False,partially_sold
SL-00007715,BAT-001509,STR-004,SKU-0053,2024-11-17,9,1,163.5,0.0,4800,6,True,False,partially_sold
SL-00007716,BAT-001509,STR-004,SKU-0053,2024-11-18,21,1,163.5,0.0,4776,0,False,False,partially_sold
SL-00007717,BAT-001509,STR-004,SKU-0053,2024-11-19,9,1,163.5,0.0,4752,1,False,False,partially_sold
SL-00007718,BAT-001509,STR-004,SKU-0053,2024-11-20,18,1,163.5,0.0,4728,2,False,False,partially_sold
SL-00007719,BAT-001509,STR-004,SKU-0053,2024-11-21,10,1,163.5,0.0,4704,3,False,False,partially_sold
SL-00007720,BAT-001509,STR-004,SKU-0053,2024-11-22,14,1,163.5,0.0,4680,4,False,False,partially_sold
SL-00007721,BAT-001509,STR-004,SKU-0053,2024-11-23,21,1,163.5,0.0,4656,5,True,False,partially_sold
SL-00007722,BAT-001509,STR-004,SKU-0053,2024-11-24,15,1,163.5,0.0,4632,6,True,False,partially_sold
SL-00007723,BAT-001509,STR-004,SKU-0053,2024-11-25,10,1,163.5,0.0,4608,0,False,False,partially_sold
SL-00007724,BAT-001509,STR-004,SKU-0053,2024-11-26,17,1,163.5,0.0,4584,1,False,False,partially_sold
SL-00007725,BAT-001509,STR-004,SKU-0053,2024-11-27,11,1,163.5,0.0,4560,2,False,False,partially_sold
SL-00007726,BAT-001509,STR-004,SKU-0053,2024-11-28,18,1,163.5,0.0,4536,3,False,False,partially_sold
SL-00007727,BAT-001509,STR-004,SKU-0053,2024-11-29,17,1,163.5,0.0,4512,4,False,False,partially_sold
SL-00007728,BAT-001509,STR-004,SKU-0053,2024-11-30,9,1,163.5,0.0,4488,5,True,False,partially_sold
SL-00007729,BAT-001509,STR-004,SKU-0053,2024-12-01,12,1,163.5,0.0,4464,6,True,False,partially_sold
SL-00007730,BAT-001509,STR-004,SKU-0053,2024-12-02,20,1,163.5,0.0,4440,0,False,False,partially_sold
SL-00007731,BAT-001509,STR-004,SKU-0053,2024-12-03,15,1,163.5,0.0,4416,1,False,False,partially_sold
SL-00007732,BAT-001509,STR-004,SKU-0053,2024-12-04,14,1,163.5,0.0,4392,2,False,False,partially_sold
SL-00007733,BAT-001509,STR-004,SKU-0053,2024-12-05,16,1,163.5,0.0,4368,3,False,False,partially_sold
SL-00007734,BAT-001509,STR-004,SKU-0053,2024-12-06,19,1,163.5,0.0,4344,4,False,False,partially_sold
SL-00007735,BAT-001509,STR-004,SKU-0053,2024-12-07,20,1,163.5,0.0,4320,5,True,False,partially_sold
SL-00007736,BAT-001509,STR-004,SKU-0053,2024-12-08,16,1,163.5,0.0,4296,6,True,False,partially_sold
SL-00007737,BAT-001509,STR-004,SKU-0053,2024-12-09,13,1,163.5,0.0,4272,0,False,False,partially_sold
SL-00007738,BAT-001509,STR-004,SKU-0053,2024-12-10,20,1,163.5,0.0,4248,1,False,False,partially_sold
SL-00007739,BAT-001509,STR-004,SKU-0053,2024-12-11,13,1,163.5,0.0,4224,2,False,False,partially_sold
SL-00007740,BAT-001509,STR-004,SKU-0053,2024-12-12,18,1,163.5,0.0,4200,3,False,False,partially_sold
SL-00007741,BAT-001509,STR-004,SKU-0053,2024-12-13,10,1,163.5,0.0,4176,4,False,False,partially_sold
SL-00007742,BAT-001509,STR-004,SKU-0053,2024-12-14,20,1,163.5,0.0,4152,5,True,False,partially_sold
SL-00007743,BAT-001509,STR-004,SKU-0053,2024-12-15,15,1,163.5,0.0,4128,6,True,False,partially_sold
SL-00007744,BAT-001509,STR-004,SKU-0053,2024-12-16,9,1,163.5,0.0,4104,0,False,False,partially_sold
SL-00007745,BAT-001509,STR-004,SKU-0053,2024-12-17,18,1,163.5,0.0,4080,1,False,False,partially_sold
SL-00007746,BAT-001509,STR-004,SKU-0053,2024-12-18,19,1,163.5,0.0,4056,2,False,False,partially_sold
SL-00007747,BAT-001509,STR-004,SKU-0053,2024-12-19,12,1,163.5,0.0,4032,3,False,False,partially_sold
SL-00007748,BAT-001509,STR-004,SKU-0053,2024-12-20,15,1,163.5,0.0,4008,4,False,False,partially_sold
SL-00007749,BAT-001509,STR-004,SKU-0053,2024-12-21,14,1,163.5,0.0,3984,5,True,False,partially_sold
SL-00007750,BAT-001509,STR-004,SKU-0053,2024-12-22,18,1,163.5,0.0,3960,6,True,False,partially_sold
SL-00007751,BAT-001509,STR-004,SKU-0053,2024-12-23,21,1,163.5,0.0,3936,0,False,False,partially_sold
SL-00007752,BAT-001509,STR-004,SKU-0053,2024-12-24,14,1,163.5,0.0,3912,1,False,False,partially_sold
SL-00007753,BAT-001509,STR-004,SKU-0053,2024-12-25,11,1,163.5,0.0,3888,2,False,True,partially_sold
SL-00007754,BAT-001509,STR-004,SKU-0053,2024-12-26,9,1,163.5,0.0,3864,3,False,False,partially_sold
SL-00007755,BAT-001509,STR-004,SKU-0053,2024-12-27,10,1,163.5,0.0,3840,4,False,False,partially_sold
SL-00007756,BAT-001509,STR-004,SKU-0053,2024-12-28,13,1,163.5,0.0,3816,5,True,False,partially_sold
SL-00007757,BAT-001509,STR-004,SKU-0053,2024-12-29,18,1,163.5,0.0,3792,6,True,False,partially_sold
SL-00007758,BAT-001509,STR-004,SKU-0053,2024-12-30,10,1,163.5,0.0,3768,0,False,False,partially_sold
SL-00007759,BAT-001509,STR-004,SKU-0053,2024-12-31,21,1,163.5,0.0,3744,1,False,False,partially_sold
SL-00007760,BAT-001509,STR-004,SKU-0053,2025-01-01,10,1,163.5,0.0,3720,2,False,False,partially_sold
SL-00007761,BAT-001509,STR-004,SKU-0053,2025-01-02,17,1,163.5,0.0,3696,3,False,False,partially_sold
SL-00007762,BAT-001509,STR-004,SKU-0053,2025-01-03,19,1,163.5,0.0,3672,4,False,False,partially_sold
SL-00007763,BAT-001509,STR-004,SKU-0053,2025-01-04,21,1,163.5,0.0,3648,5,True,False,partially_sold
