store_id,city,date,avg_temperature_c,precipitation_probability_pct,condition
STR-003,Bengaluru,2025-02-16,26.3,8,sunny
STR-003,Bengaluru,2025-02-17,26.0,9,sunny
STR-003,Bengaluru,2025-02-18,25.0,6,sunny
STR-003,Bengaluru,2025-02-19,25.5,1,sunny
STR-003,Bengaluru,2025-02-20,27.5,10,sunny
STR-003,Bengaluru,2025-02-21,27.2,3,sunny
STR-003,Bengaluru,2025-02-22,24.9,13,sunny
STR-003,Bengaluru,2025-02-23,26.6,14,sunny
STR-003,Bengaluru,2025-02-24,27.5,11,sunny
STR-003,Bengaluru,2025-02-25,23.9,9,sunny
STR-003,Bengaluru,2025-02-26,27.2,3,sunny
STR-003,Bengaluru,2025-02-27,25.4,0,sunny
STR-003,Bengaluru,2025-02-28,27.3,15,sunny
STR-003,Bengaluru,2025-03-01,26.4,26,sunny
STR-003,Bengaluru,2025-03-02,24.8,9,sunny
STR-003,Bengaluru,2025-03-03,25.1,19,sunny
STR-003,Bengaluru,2025-03-04,27.6,26,sunny
STR-003,Bengaluru,2025-03-05,27.9,9,sunny
STR-003,Bengaluru,2025-03-06,26.1,21,sunny
STR-003,Bengaluru,2025-03-07,28.5,14,sunny
STR-003,Bengaluru,2025-03-08,25.0,24,sunny
STR-003,Bengaluru,2025-03-09,27.4,22,sunny
STR-003,Bengaluru,2025-03-10,25.7,26,sunny
STR-003,Bengaluru,2025-03-11,26.5,10,sunny
STR-003,Bengaluru,2025-03-12,27.6,14,sunny
STR-003,Bengaluru,2025-03-13,26.2,20,sunny
STR-003,Bengaluru,2025-03-14,26.9,14,sunny
STR-003,Bengaluru,2025-03-15,29.0,7,sunny
STR-003,Bengaluru,2025-03-16,26.6,30,cloudy
STR-003,Bengaluru,2025-03-17,28.8,14,sunny
STR-003,Bengaluru,2025-03-18,25.8,5,sunny
STR-003,Bengaluru,2025-03-19,28.3,19,sunny
STR-003,Bengaluru,2025-03-20,29.7,6,sunny
STR-003,Bengaluru,2025-03-21,23.8,11,sunny
STR-003,Bengaluru,2025-03-22,26.3,14,sunny
STR-003,Bengaluru,2025-03-23,28.4,23,sunny
STR-003,Bengaluru,2025-03-24,27.2,8,sunny
STR-003,Bengaluru,2025-03-25,28.1,6,sunny
STR-003,Bengaluru,2025-03-26,26.6,20,sunny
STR-003,Bengaluru,2025-03-27,27.6,14,sunny
STR-003,Bengaluru,2025-03-28,27.3,5,sunny
STR-003,Bengaluru,2025-03-29,29.3,18,sunny
STR-003,Bengaluru,2025-03-30,27.9,16,sunny
STR-003,Bengaluru,2025-03-31,28.0,26,sunny
STR-004,Bengaluru,2024-10-02,32.2,28,sunny
STR-004,Bengaluru,2024-10-03,27.8,18,sunny
STR-004,Bengaluru,2024-10-04,30.3,11,sunny
STR-004,Bengaluru,2024-10-05,29.3,14,sunny
STR-004,Bengaluru,2024-10-06,32.3,11,sunny
STR-004,Bengaluru,2024-10-07,27.8,17,sunny
STR-004,Bengaluru,2024-10-08,27.7,10,sunny
STR-004,Bengaluru,2024-10-09,28.1,24,sunny
STR-004,Bengaluru,2024-10-10,25.8,13,sunny
STR-004,Bengaluru,2024-10-11,28.2,21,sunny
STR-004,Bengaluru,2024-10-12,27.9,24,sunny
STR-004,Bengaluru,2024-10-13,29.2,20,sunny
STR-004,Bengaluru,2024-10-14,29.5,21,sunny
STR-004,Bengaluru,2024-10-15,31.8,18,sunny
STR-004,Bengaluru,2024-10-16,30.4,8,sunny
STR-004,Bengaluru,2024-10-17,28.1,26,sunny
STR-004,Bengaluru,2024-10-18,27.7,6,sunny
STR-004,Bengaluru,2024-10-19,29.7,25,sunny
STR-004,Bengaluru,2024-10-20,27.0,12,sunny
STR-004,Bengaluru,2024-10-21,31.7,8,sunny
STR-004,Bengaluru,2024-10-22,30.8,12,sunny
STR-004,Bengaluru,2024-10-23,28.3,8,sunny
STR-004,Bengaluru,2024-10-24,26.4,6,sunny
STR-004,Bengaluru,2024-10-25,31.0,6,sunny
STR-004,Bengaluru,2024-10-26,28.8,23,sunny
STR-004,Bengaluru,2024-10-27,30.9,13,sunny
STR-004,Bengaluru,2024-10-28,26.6,12,sunny
STR-004,Bengaluru,2024-10-29,28.1,7,sunny
STR-004,Bengaluru,2024-10-30,29.0,22,sunny
STR-004,Bengaluru,2024-10-31,29.1,8,sunny
STR-004,Bengaluru,2024-11-01,26.8,13,sunny
STR-004,Bengaluru,2024-11-02,28.4,12,sunny
STR-004,Bengaluru,2024-11-03,25.9,24,sunny
STR-004,Bengaluru,2024-11-04,27.3,27,sunny
STR-004,Bengaluru,2024-11-05,27.7,27,sunny
STR-004,Bengaluru,2024-11-06,28.3,17,sunny
STR-004,Bengaluru,2024-11-07,28.6,17,sunny
STR-004,Bengaluru,2024-11-08,25.8,17,sunny
STR-004,Bengaluru,2024-11-09,25.2,8,sunny
STR-004,Bengaluru,2024-11-10,29.4,12,sunny
STR-004,Bengaluru,2024-11-11,28.0,28,sunny
STR-004,Bengaluru,2024-11-12,26.4,27,sunny
STR-004,Bengaluru,2024-11-13,29.8,13,sunny
STR-004,Bengaluru,2024-11-14,27.7,20,sunny
STR-004,Bengaluru,2024-11-15,29.3,11,sunny
STR-004,Bengaluru,2024-11-16,27.6,10,sunny
STR-004,Bengaluru,2024-11-17,30.6,30,cloudy
STR-004,Bengaluru,2024-11-18,30.1,11,sunny
STR-004,Bengaluru,2024-11-19,27.1,16,sunny
STR-004,Bengaluru,2024-11-20,29.0,25,sunny
STR-004,Bengaluru,2024-11-21,28.5,14,sunny
STR-004,Bengaluru,2024-11-22,29.6,27,sunny
STR-004,Bengaluru,2024-11-23,26.1,24,sunny
STR-004,Bengaluru,2024-11-24,28.5,14,sunny
STR-004,Bengaluru,2024-11-25,29.1,28,sunny
STR-004,Bengaluru,2024-11-26,24.9,5,sunny
STR-004,Bengaluru,2024-11-27,25.7,8,sunny
STR-004,Bengaluru,2024-11-28,24.4,10,sunny
STR-004,Bengaluru,2024-11-29,27.1,21,sunny
STR-004,Bengaluru,2024-11-30,28.6,27,sunny
STR-004,Bengaluru,2024-12-01,28.7,15,sunny
STR-004,Bengaluru,2024-12-02,26.5,9,sunny
STR-004,Bengaluru,2024-12-03,28.8,7,sunny
STR-004,Bengaluru,2024-12-04,24.3,5,sunny
STR-004,Bengaluru,2024-12-05,23.8,10,sunny
STR-004,Bengaluru,2024-12-06,26.3,2,sunny
STR-004,Bengaluru,2024-12-07,27.0,5,sunny
STR-004,Bengaluru,2024-12-08,26.4,5,sunny
STR-004,Bengaluru,2024-12-09,23.3,10,sunny
STR-004,Bengaluru,2024-12-10,26.3,14,sunny
STR-004,Bengaluru,2024-12-11,24.4,4,sunny
STR-004,Bengaluru,2024-12-12,27.4,0,sunny
STR-004,Bengaluru,2024-12-13,27.0,15,sunny
STR-004,Bengaluru,2024-12-14,25.0,13,sunny
STR-004,Bengaluru,2024-12-15,25.6,10,sunny
STR-004,Bengaluru,2024-12-16,24.8,0,sunny
STR-004,Bengaluru,2024-12-17,26.3,5,sunny
STR-004,Bengaluru,2024-12-18,27.8,8,sunny
STR-004,Bengaluru,2024-12-19,24.9,2,sunny
STR-004,Bengaluru,2024-12-20,27.2,5,sunny
STR-004,Bengaluru,2024-12-21,25.6,0,sunny
STR-004,Bengaluru,2024-12-22,25.2,11,sunny
STR-004,Bengaluru,2024-12-23,26.2,15,sunny
STR-004,Bengaluru,2024-12-24,24.8,0,sunny
STR-004,Bengaluru,2024-12-25,25.6,15,sunny
STR-004,Bengaluru,2024-12-26,24.6,7,sunny
STR-004,Bengaluru,2024-12-27,29.3,15,sunny
STR-004,Bengaluru,2024-12-28,26.5,3,sunny
STR-004,Bengaluru,2024-12-29,25.4,1,sunny
STR-004,Bengaluru,2024-12-30,26.7,0,sunny
STR-004,Bengaluru,2024-12-31,26.2,9,sunny
STR-004,Bengaluru,2025-01-01,25.7,7,sunny
STR-004,Bengaluru,2025-01-02,26.9,5,sunny
STR-004,Bengaluru,2025-01-03,27.1,4,sunny
STR-004,Bengaluru,2025-01-04,25.2,3,sunny
STR-004,Bengaluru,2025-01-05,25.1,3,sunny
STR-004,Bengaluru,2025-01-06,25.6,9,sunny
STR-004,Bengaluru,2025-01-07,22.5,10,sunny
STR-004,Bengaluru,2025-01-08,23.7,14,sunny
STR-004,Bengaluru,2025-01-09,28.1,15,sunny
STR-004,Bengaluru,2025-01-10,28.5,11,sunny
STR-004,Bengaluru,2025-01-11,25.6,8,sunny
STR-004,Bengaluru,2025-01-12,26.9,15,sunny
STR-004,Bengaluru,2025-01-13,26.5,8,sunny
STR-004,Bengaluru,2025-01-14,30.6,11,sunny
STR-004,Bengaluru,2025-01-15,27.7,14,sunny
STR-004,Bengaluru,2025-01-16,25.8,0,sunny
STR-004,Bengaluru,2025-01-17,24.6,11,sunny
STR-004,Bengaluru,2025-01-18,23.6,9,sunny
STR-004,Bengaluru,2025-01-19,26.3,10,sunny
STR-004,Bengaluru,2025-01-20,24.9,15,sunny
STR-004,Bengaluru,2025-01-21,23.9,3,sunny
STR-004,Bengaluru,2025-01-22,25.0,8,sunny
STR-004,Bengaluru,2025-01-23,24.4,0,sunny
STR-004,Bengaluru,2025-01-24,28.5,4,sunny
STR-004,Bengaluru,2025-01-25,27.3,13,sunny
STR-004,Bengaluru,2025-01-26,26.0,7,sunny
STR-004,Bengaluru,2025-01-27,28.2,4,sunny
STR-004,Bengaluru,2025-01-28,26.1,11,sunny
STR-004,Bengaluru,2025-01-29,24.7,15,sunny
STR-004,Bengaluru,2025-01-30,28.3,0,sunny
STR-004,Bengaluru,2025-01-31,26.8,7,sunny
STR-004,Bengaluru,2025-02-01,24.8,13,sunny
STR-004,Bengaluru,2025-02-02,26.1,11,sunny
STR-004,Bengaluru,2025-02-03,25.1,6,sunny
STR-004,Bengaluru,2025-02-04,24.3,2,sunny
STR-004,Bengaluru,2025-02-05,27.8,6,sunny
STR-004,Bengaluru,2025-02-06,29.3,12,sunny
STR-004,Bengaluru,2025-02-07,24.3,3,sunny
STR-004,Bengaluru,2025-02-08,27.2,8,sunny
STR-004,Bengaluru,2025-02-09,25.4,14,sunny
STR-004,Bengaluru,2025-02-10,25.7,5,sunny
STR-004,Bengaluru,2025-02-11,25.5,8,sunny
STR-004,Bengaluru,2025-02-12,25.1,11,sunny
STR-004,Bengaluru,2025-02-13,26.5,10,sunny
STR-004,Bengaluru,2025-02-14,25.2,12,sunny
STR-004,Bengaluru,2025-02-15,26.8,13,sunny
STR-004,Bengaluru,2025-02-16,26.3,8,sunny
STR-004,Bengaluru,2025-02-17,26.0,9,sunny
STR-004,Bengaluru,2025-02-18,25.0,6,sunny
STR-004,Bengaluru,2025-02-19,25.5,1,sunny
STR-004,Bengaluru,2025-02-20,27.5,10,sunny
STR-004,Bengaluru,2025-02-21,27.2,3,sunny
STR-004,Bengaluru,2025-02-22,24.9,13,sunny
STR-004,Bengaluru,2025-02-23,26.6,14,sunny
STR-004,Bengaluru,2025-02-24,27.5,11,sunny
STR-004,Bengaluru,2025-02-25,23.9,9,sunny
STR-004,Bengaluru,2025-02-26,27.2,3,sunny
STR-004,Bengaluru,2025-02-27,25.4,0,sunny
STR-004,Bengaluru,2025-02-28,27.3,15,sunny
STR-004,Bengaluru,2025-03-01,26.4,26,sunny
STR-004,Bengaluru,2025-03-02,24.8,9,sunny
STR-004,Bengaluru,2025-03-03,25.1,19,sunny
STR-004,Bengaluru,2025-03-04,27.6,26,sunny
STR-004,Bengaluru,2025-03-05,27.9,9,sunny
STR-004,Bengaluru,2025-03-06,26.1,21,sunny
STR-004,Bengaluru,2025-03-07,28.5,14,sunny
STR-004,Bengaluru,2025-03-08,25.0,24,sunny
STR-004,Bengaluru,2025-03-09,27.4,22,sunny
STR-004,Bengaluru,2025-03-10,25.7,26,sunny
STR-004,Bengaluru,2025-03-11,26.5,10,sunny
STR-004,Bengaluru,2025-03-12,27.6,14,sunny
STR-004,Bengaluru,2025-03-13,26.2,20,sunny
STR-004,Bengaluru,2025-03-14,26.9,14,sunny
STR-004,Bengaluru,2025-03-15,29.0,7,sunny
STR-004,Bengaluru,2025-03-16,26.6,30,cloudy
STR-004,Bengaluru,2025-03-17,28.8,14,sunny
STR-004,Bengaluru,2025-03-18,25.8,5,sunny
STR-004,Bengaluru,2025-03-19,28.3,19,sunny
STR-004,Bengaluru,2025-03-20,29.7,6,sunny
STR-004,Bengaluru,2025-03-21,23.8,11,sunny
STR-004,Bengaluru,2025-03-22,26.3,14,sunny
STR-004,Bengaluru,2025-03-23,28.4,23,sunny
STR-004,Bengaluru,2025-03-24,27.2,8,sunny
STR-004,Bengaluru,2025-03-25,28.1,6,sunny
STR-004,Bengaluru,2025-03-26,26.6,20,sunny
STR-004,Bengaluru,2025-03-27,27.6,14,sunny
STR-004,Bengaluru,2025-03-28,27.3,5,sunny
STR-004,Bengaluru,2025-03-29,29.3,18,sunny
STR-004,Bengaluru,2025-03-30,27.9,16,sunny
STR-004,Bengaluru,2025-03-31,28.0,26,sunny
STR-005,Pune,2024-10-02,27.4,5,sunny
STR-005,Pune,2024-10-03,27.3,6,sunny
STR-005,Pune,2024-10-04,27.4,13,sunny
STR-005,Pune,2024-10-05,28.6,9,sunny
STR-005,Pune,2024-10-06,27.4,16,sunny
STR-005,Pune,2024-10-07,28.4,14,sunny
STR-005,Pune,2024-10-08,31.1,30,cloudy
STR-005,Pune,2024-10-09,29.3,21,sunny
STR-005,Pune,2024-10-10,27.5,26,sunny
STR-005,Pune,2024-10-11,29.8,29,sunny
STR-005,Pune,2024-10-12,27.4,22,sunny
STR-005,Pune,2024-10-13,24.9,9,sunny
STR-005,Pune,2024-10-14,26.5,7,sunny
STR-005,Pune,2024-10-15,25.2,27,sunny
STR-005,Pune,2024-10-16,27.5,13,sunny
STR-005,Pune,2024-10-17,28.0,9,sunny
STR-005,Pune,2024-10-18,30.5,28,sunny
STR-005,Pune,2024-10-19,28.5,11,sunny
STR-005,Pune,2024-10-20,27.7,18,sunny
STR-005,Pune,2024-10-21,29.2,23,sunny
STR-005,Pune,2024-10-22,24.7,7,sunny
STR-005,Pune,2024-10-23,28.4,14,sunny
STR-005,Pune,2024-10-24,29.2,12,sunny
STR-005,Pune,2024-10-25,25.8,6,sunny
STR-005,Pune,2024-10-26,29.7,20,sunny
STR-005,Pune,2024-10-27,28.5,16,sunny
STR-005,Pune,2024-10-28,27.4,12,sunny
STR-005,Pune,2024-10-29,28.9,30,cloudy
STR-005,Pune,2024-10-30,31.4,26,sunny
STR-005,Pune,2024-10-31,28.3,25,sunny
STR-005,Pune,2024-11-01,26.9,17,sunny
STR-005,Pune,2024-11-02,25.8,18,sunny
STR-005,Pune,2024-11-03,25.2,17,sunny
STR-005,Pune,2024-11-04,27.7,8,sunny
STR-005,Pune,2024-11-05,25.2,13,sunny
STR-005,Pune,2024-11-06,26.6,14,sunny
STR-005,Pune,2024-11-07,25.8,24,sunny
STR-005,Pune,2024-11-08,27.2,14,sunny
STR-005,Pune,2024-11-09,27.0,10,sunny
STR-005,Pune,2024-11-10,28.1,23,sunny
STR-005,Pune,2024-11-11,25.7,18,sunny
STR-005,Pune,2024-11-12,26.1,26,sunny
STR-005,Pune,2024-11-13,25.0,15,sunny
STR-005,Pune,2024-11-14,25.8,30,cloudy
STR-005,Pune,2024-11-15,27.1,23,sunny
STR-005,Pune,2024-11-16,27.6,9,sunny
STR-005,Pune,2024-11-17,25.1,26,sunny
STR-005,Pune,2024-11-18,27.8,29,sunny
STR-005,Pune,2024-11-19,28.5,11,sunny
STR-005,Pune,2024-11-20,27.1,13,sunny
STR-005,Pune,2024-11-21,29.3,9,sunny
STR-005,Pune,2024-11-22,25.3,18,sunny
STR-005,Pune,2024-11-23,24.6,22,sunny
STR-005,Pune,2024-11-24,23.8,11,sunny
STR-005,Pune,2024-11-25,28.7,14,sunny
STR-005,Pune,2024-11-26,27.5,14,sunny
STR-005,Pune,2024-11-27,26.4,7,sunny
STR-005,Pune,2024-11-28,26.9,14,sunny
STR-005,Pune,2024-11-29,24.8,23,sunny
STR-005,Pune,2024-11-30,30.2,25,sunny
STR-005,Pune,2024-12-01,25.6,14,sunny
STR-005,Pune,2024-12-02,25.6,5,sunny
STR-005,Pune,2024-12-03,26.5,12,sunny
STR-005,Pune,2024-12-04,26.1,13,sunny
STR-005,Pune,2024-12-05,25.7,3,sunny
STR-005,Pune,2024-12-06,24.2,4,sunny
STR-005,Pune,2024-12-07,26.1,14,sunny
STR-005,Pune,2024-12-08,28.2,10,sunny
STR-005,Pune,2024-12-09,27.4,11,sunny
STR-005,Pune,2024-12-10,27.8,14,sunny
STR-005,Pune,2024-12-11,24.6,11,sunny
STR-005,Pune,2024-12-12,23.9,13,sunny
STR-005,Pune,2024-12-13,25.2,14,sunny
STR-005,Pune,2024-12-14,25.5,13,sunny
STR-005,Pune,2024-12-15,27.0,13,sunny
STR-005,Pune,2024-12-16,22.9,14,sunny
STR-005,Pune,2024-12-17,27.7,0,sunny
STR-005,Pune,2024-12-18,25.2,0,sunny
STR-005,Pune,2024-12-19,24.8,13,sunny
STR-005,Pune,2024-12-20,23.9,2,sunny
STR-005,Pune,2024-12-21,22.9,4,sunny
STR-005,Pune,2024-12-22,26.6,9,sunny
STR-005,Pune,2024-12-23,25.5,7,sunny
STR-005,Pune,2024-12-24,23.5,11,sunny
STR-005,Pune,2024-12-25,23.5,4,sunny
STR-005,Pune,2024-12-26,24.9,9,sunny
STR-005,Pune,2024-12-27,27.9,1,sunny
STR-005,Pune,2024-12-28,25.0,12,sunny
STR-005,Pune,2024-12-29,23.1,4,sunny
STR-005,Pune,2024-12-30,25.0,12,sunny
STR-005,Pune,2024-12-31,25.0,0,sunny
STR-005,Pune,2025-01-01,21.0,14,sunny
STR-005,Pune,2025-01-02,24.9,14,sunny
STR-005,Pune,2025-01-03,24.7,1,sunny
STR-005,Pune,2025-01-04,26.0,2,sunny
STR-005,Pune,2025-01-05,27.8,1,sunny
STR-005,Pune,2025-01-06,26.7,8,sunny
STR-005,Pune,2025-01-07,24.6,3,sunny
STR-005,Pune,2025-01-08,23.3,10,sunny
STR-005,Pune,2025-01-09,28.9,3,sunny
STR-005,Pune,2025-01-10,25.1,9,sunny
STR-005,Pune,2025-01-11,25.0,15,sunny
STR-005,Pune,2025-01-12,25.0,10,sunny
STR-005,Pune,2025-01-13,25.3,1,sunny
STR-005,Pune,2025-01-14,24.8,3,sunny
STR-005,Pune,2025-01-15,24.1,1,sunny
STR-005,Pune,2025-01-16,24.2,6,sunny
STR-005,Pune,2025-01-17,25.0,4,sunny
STR-005,Pune,2025-01-18,24.2,15,sunny
STR-005,Pune,2025-01-19,23.9,4,sunny
STR-005,Pune,2025-01-20,25.2,7,sunny
STR-005,Pune,2025-01-21,24.6,4,sunny
STR-005,Pune,2025-01-22,27.3,9,sunny
STR-005,Pune,2025-01-23,21.0,9,sunny
STR-005,Pune,2025-01-24,26.6,0,sunny
STR-005,Pune,2025-01-25,26.9,15,sunny
STR-005,Pune,2025-01-26,21.9,6,sunny
STR-005,Pune,2025-01-27,24.5,3,sunny
STR-005,Pune,2025-01-28,24.4,2,sunny
STR-005,Pune,2025-01-29,22.9,0,sunny
STR-005,Pune,2025-01-30,23.8,4,sunny
STR-005,Pune,2025-01-31,23.3,3,sunny
STR-005,Pune,2025-02-01,28.0,3,sunny
STR-005,Pune,2025-02-02,26.8,7,sunny
STR-005,Pune,2025-02-03,27.3,6,sunny
STR-005,Pune,2025-02-04,26.5,3,sunny
STR-005,Pune,2025-02-05,23.7,15,sunny
STR-005,Pune,2025-02-06,24.6,0,sunny
STR-005,Pune,2025-02-07,26.1,14,sunny
STR-005,Pune,2025-02-08,23.6,12,sunny
STR-005,Pune,2025-02-09,26.5,1,sunny
STR-005,Pune,2025-02-10,25.0,3,sunny
STR-005,Pune,2025-02-11,24.8,9,sunny
STR-005,Pune,2025-02-12,26.5,12,sunny
STR-005,Pune,2025-02-13,26.1,15,sunny
STR-005,Pune,2025-02-14,24.9,5,sunny
STR-005,Pune,2025-02-15,27.1,7,sunny
STR-005,Pune,2025-02-16,23.8,8,sunny
STR-005,Pune,2025-02-17,26.3,14,sunny
STR-005,Pune,2025-02-18,26.3,3,sunny
STR-005,Pune,2025-02-19,24.9,13,sunny
STR-005,Pune,2025-02-20,25.9,4,sunny
STR-005,Pune,2025-02-21,23.5,0,sunny
STR-005,Pune,2025-02-22,26.8,5,sunny
STR-005,Pune,2025-02-23,25.1,4,sunny
STR-005,Pune,2025-02-24,24.6,7,sunny
STR-005,Pune,2025-02-25,27.0,5,sunny
STR-005,Pune,2025-02-26,24.3,6,sunny
STR-005,Pune,2025-02-27,23.3,15,sunny
STR-005,Pune,2025-02-28,23.1,15,sunny
STR-005,Pune,2025-03-01,27.4,14,sunny
STR-005,Pune,2025-03-02,24.6,14,sunny
STR-005,Pune,2025-03-03,29.1,26,sunny
STR-005,Pune,2025-03-04,23.4,8,sunny
STR-005,Pune,2025-03-05,29.0,23,sunny
STR-005,Pune,2025-03-06,26.8,20,sunny
STR-005,Pune,2025-03-07,26.4,16,sunny
STR-005,Pune,2025-03-08,25.7,26,sunny
STR-005,Pune,2025-03-09,27.1,13,sunny
STR-005,Pune,2025-03-10,26.4,17,sunny
STR-005,Pune,2025-03-11,28.2,17,sunny
STR-005,Pune,2025-03-12,26.7,27,sunny
STR-005,Pune,2025-03-13,26.7,30,cloudy
STR-005,Pune,2025-03-14,26.0,8,sunny
STR-005,Pune,2025-03-15,26.4,19,sunny
STR-005,Pune,2025-03-16,27.0,18,sunny
STR-005,Pune,2025-03-17,23.9,18,sunny
STR-005,Pune,2025-03-18,24.5,9,sunny
STR-005,Pune,2025-03-19,27.6,5,sunny
STR-005,Pune,2025-03-20,26.8,14,sunny
STR-005,Pune,2025-03-21,26.2,19,sunny
STR-005,Pune,2025-03-22,26.5,8,sunny
STR-005,Pune,2025-03-23,27.0,23,sunny
STR-005,Pune,2025-03-24,25.7,17,sunny
STR-005,Pune,2025-03-25,25.3,5,sunny
STR-005,Pune,2025-03-26,26.8,23,sunny
STR-005,Pune,2025-03-27,25.0,14,sunny
STR-005,Pune,2025-03-28,27.1,6,sunny
STR-005,Pune,2025-03-29,23.9,25,sunny
STR-005,Pune,2025-03-30,28.0,25,sunny
STR-005,Pune,2025-03-31,27.2,26,sunny
STR-006,Pune,2024-10-02,27.4,5,sunny
STR-006,Pune,2024-10-03,27.3,6,sunny
STR-006,Pune,2024-10-04,27.4,13,sunny
STR-006,Pune,2024-10-05,28.6,9,sunny
STR-006,Pune,2024-10-06,27.4,16,sunny
STR-006,Pune,2024-10-07,28.4,14,sunny
STR-006,Pune,2024-10-08,31.1,30,cloudy
STR-006,Pune,2024-10-09,29.3,21,sunny
STR-006,Pune,2024-10-10,27.5,26,sunny
STR-006,Pune,2024-10-11,29.8,29,sunny
STR-006,Pune,2024-10-12,27.4,22,sunny
STR-006,Pune,2024-10-13,24.9,9,sunny
STR-006,Pune,2024-10-14,26.5,7,sunny
STR-006,Pune,2024-10-15,25.2,27,sunny
STR-006,Pune,2024-10-16,27.5,13,sunny
STR-006,Pune,2024-10-17,28.0,9,sunny
STR-006,Pune,2024-10-18,30.5,28,sunny
STR-006,Pune,2024-10-19,28.5,11,sunny
STR-006,Pune,2024-10-20,27.7,18,sunny
STR-006,Pune,2024-10-21,29.2,23,sunny
STR-006,Pune,2024-10-22,24.7,7,sunny
STR-006,Pune,2024-10-23,28.4,14,sunny
STR-006,Pune,2024-10-24,29.2,12,sunny
STR-006,Pune,2024-10-25,25.8,6,sunny
STR-006,Pune,2024-10-26,29.7,20,sunny
STR-006,Pune,2024-10-27,28.5,16,sunny
STR-006,Pune,2024-10-28,27.4,12,sunny
STR-006,Pune,2024-10-29,28.9,30,cloudy
STR-006,Pune,2024-10-30,31.4,26,sunny
STR-006,Pune,2024-10-31,28.3,25,sunny
STR-006,Pune,2024-11-01,26.9,17,sunny
STR-006,Pune,2024-11-02,25.8,18,sunny
STR-006,Pune,2024-11-03,25.2,17,sunny
STR-006,Pune,2024-11-04,27.7,8,sunny
STR-006,Pune,2024-11-05,25.2,13,sunny
STR-006,Pune,2024-11-06,26.6,14,sunny
STR-006,Pune,2024-11-07,25.8,24,sunny
STR-006,Pune,2024-11-08,27.2,14,sunny
STR-006,Pune,2024-11-09,27.0,10,sunny
STR-006,Pune,2024-11-10,28.1,23,sunny
STR-006,Pune,2024-11-11,25.7,18,sunny
STR-006,Pune,2024-11-12,26.1,26,sunny
STR-006,Pune,2024-11-13,25.0,15,sunny
STR-006,Pune,2024-11-14,25.8,30,cloudy
STR-006,Pune,2024-11-15,27.1,23,sunny
STR-006,Pune,2024-11-16,27.6,9,sunny
STR-006,Pune,2024-11-17,25.1,26,sunny
STR-006,Pune,2024-11-18,27.8,29,sunny
STR-006,Pune,2024-11-19,28.5,11,sunny
STR-006,Pune,2024-11-20,27.1,13,sunny
STR-006,Pune,2024-11-21,29.3,9,sunny
STR-006,Pune,2024-11-22,25.3,18,sunny
STR-006,Pune,2024-11-23,24.6,22,sunny
STR-006,Pune,2024-11-24,23.8,11,sunny
STR-006,Pune,2024-11-25,28.7,14,sunny
STR-006,Pune,2024-11-26,27.5,14,sunny
STR-006,Pune,2024-11-27,26.4,7,sunny
STR-006,Pune,2024-11-28,26.9,14,sunny
STR-006,Pune,2024-11-29,24.8,23,sunny
STR-006,Pune,2024-11-30,30.2,25,sunny
STR-006,Pune,2024-12-01,25.6,14,sunny
STR-006,Pune,2024-12-02,25.6,5,sunny
STR-006,Pune,2024-12-03,26.5,12,sunny
STR-006,Pune,2024-12-04,26.1,13,sunny
STR-006,Pune,2024-12-05,25.7,3,sunny
STR-006,Pune,2024-12-06,24.2,4,sunny
STR-006,Pune,2024-12-07,26.1,14,sunny
STR-006,Pune,2024-12-08,28.2,10,sunny
STR-006,Pune,2024-12-09,27.4,11,sunny
STR-006,Pune,2024-12-10,27.8,14,sunny
STR-006,Pune,2024-12-11,24.6,11,sunny
STR-006,Pune,2024-12-12,23.9,13,sunny
STR-006,Pune,2024-12-13,25.2,14,sunny
STR-006,Pune,2024-12-14,25.5,13,sunny
STR-006,Pune,2024-12-15,27.0,13,sunny
STR-006,Pune,2024-12-16,22.9,14,sunny
STR-006,Pune,2024-12-17,27.7,0,sunny
STR-006,Pune,2024-12-18,25.2,0,sunny
STR-006,Pune,2024-12-19,24.8,13,sunny
STR-006,Pune,2024-12-20,23.9,2,sunny
STR-006,Pune,2024-12-21,22.9,4,sunny
STR-006,Pune,2024-12-22,26.6,9,sunny
STR-006,Pune,2024-12-23,25.5,7,sunny
STR-006,Pune,2024-12-24,23.5,11,sunny
STR-006,Pune,2024-12-25,23.5,4,sunny
STR-006,Pune,2024-12-26,24.9,9,sunny
STR-006,Pune,2024-12-27,27.9,1,sunny
STR-006,Pune,2024-12-28,25.0,12,sunny
STR-006,Pune,2024-12-29,23.1,4,sunny
STR-006,Pune,2024-12-30,25.0,12,sunny
STR-006,Pune,2024-12-31,25.0,0,sunny
STR-006,Pune,2025-01-01,21.0,14,sunny
STR-006,Pune,2025-01-02,24.9,14,sunny
STR-006,Pune,2025-01-03,24.7,1,sunny
STR-006,Pune,2025-01-04,26.0,2,sunny
STR-006,Pune,2025-01-05,27.8,1,sunny
STR-006,Pune,2025-01-06,26.7,8,sunny
STR-006,Pune,2025-01-07,24.6,3,sunny
STR-006,Pune,2025-01-08,23.3,10,sunny
STR-006,Pune,2025-01-09,28.9,3,sunny
STR-006,Pune,2025-01-10,25.1,9,sunny
STR-006,Pune,2025-01-11,25.0,15,sunny
STR-006,Pune,2025-01-12,25.0,10,sunny
STR-006,Pune,2025-01-13,25.3,1,sunny
